"Num_Acc";"id_vehicule";"num_veh";"senc";"catv";"obs";"obsm";"choc";"manv";"motor";"occutc"
"202000000484";"154 741 421";"B01";"2";"2";"0";"2";"1";"1";"1";
"202000000485";"154 741 418";"B01";"1";"43";"0";"2";"1";"1";"1";
"202000000485";"154 741 419";"A01";"2";"7";"0";"2";"1";"11";"1";
"202000000486";"154 741 416";"A01";"2";"7";"1";"2";"3";"20";"1";
"202000000486";"154 741 417";"B01";"2";"7";"0";"2";"7";"1";"1";
"202000000487";"154 741 413";"C01";"0";"7";"0";"2";"4";"1";"1";
"202000000487";"154 741 414";"B01";"0";"7";"0";"2";"3";"1";"1";
"202000000487";"154 741 415";"A01";"0";"7";"0";"2";"1";"1";"1";
"202000000488";"154 741 412";"A01";"2";"2";"7";"0";"1";"5";"1";
"202000000489";"154 741 411";"A01";"1";"7";"0";"1";"1";"15";"1";
"202000000490";"154 741 409";"B01";"0";"1";"0";"2";"1";"19";"5";
"202000000490";"154 741 410";"A01";"0";"7";"0";"2";"1";"16";"1";
"202000000491";"154 741 407";"B01";"0";"7";"0";"2";"3";"15";"1";
"202000000491";"154 741 408";"A01";"0";"31";"0";"2";"8";"17";"1";
"202000000492";"154 741 405";"A01";"1";"7";"0";"2";"1";"2";"1";
"202000000492";"154 741 406";"B01";"1";"7";"0";"0";"4";"2";"1";
"202000000493";"154 741 403";"B01";"1";"10";"0";"2";"3";"13";"1";
"202000000493";"154 741 404";"A01";"1";"34";"0";"2";"2";"1";"1";
"202000000494";"154 741 402";"A01";"2";"7";"0";"1";"3";"26";"1";
"202000000495";"154 741 401";"A01";"2";"7";"9";"0";"7";"6";"1";
"202000000496";"154 741 399";"B01";"3";"32";"0";"0";"8";"2";"1";
"202000000496";"154 741 400";"A01";"2";"7";"9";"2";"1";"26";"1";
"202000000497";"154 741 397";"A01";"0";"7";"12";"2";"1";"17";"1";
"202000000497";"154 741 398";"B01";"0";"7";"12";"2";"4";"23";"1";
"202000000498";"154 741 396";"A01";"2";"1";"0";"1";"1";"1";"5";
"202000000499";"154 741 395";"A01";"3";"33";"12";"0";"7";"1";"1";
"202000000500";"154 741 394";"A01";"1";"30";"0";"0";"0";"1";"1";
"202000000501";"154 741 392";"B01";"3";"7";"0";"9";"3";"1";"1";
"202000000501";"154 741 393";"A01";"3";"1";"0";"2";"1";"19";"5";
"202000000502";"154 741 389";"C01";"1";"7";"0";"2";"4";"1";"1";
"202000000502";"154 741 390";"B01";"1";"33";"0";"2";"1";"1";"1";
"202000000502";"154 741 391";"A01";"1";"7";"0";"2";"7";"12";"1";
"202000000503";"154 741 387";"A01";"1";"32";"0";"2";"1";"1";"1";
"202000000503";"154 741 388";"B01";"2";"7";"0";"2";"1";"15";"1";
"202000000504";"154 741 386";"A01";"2";"7";"0";"1";"1";"15";"1";
"202000000505";"154 741 385";"A01";"1";"7";"10";"0";"1";"9";"1";
"202000000506";"154 741 383";"A01";"0";"33";"0";"2";"1";"17";"1";
"202000000506";"154 741 384";"B01";"0";"30";"0";"2";"4";"15";"1";
"202000000507";"154 741 382";"A01";"3";"7";"0";"1";"3";"1";"1";
"202000000508";"154 741 380";"B01";"2";"2";"0";"2";"8";"1";"1";
"202000000508";"154 741 381";"A01";"1";"7";"0";"2";"7";"16";"1";
"202000000509";"154 741 379";"A01";"1";"7";"1";"1";"2";"1";"1";
"202000000510";"154 741 378";"A01";"1";"7";"0";"1";"1";"1";"1";
"202000000511";"154 741 376";"A01";"1";"7";"0";"2";"1";"19";"1";
"202000000511";"154 741 377";"B01";"2";"7";"0";"2";"9";"2";"1";
"202000000512";"154 741 374";"B01";"1";"2";"0";"2";"1";"1";"1";
"202000000512";"154 741 375";"A01";"1";"7";"0";"9";"4";"11";"1";
"202000000513";"154 741 372";"B01";"3";"2";"0";"2";"1";"2";"1";
"202000000513";"154 741 373";"A01";"3";"7";"0";"2";"1";"2";"1";
"202000000514";"154 741 370";"B01";"0";"3";"0";"2";"4";"23";"0";
"202000000514";"154 741 371";"A01";"0";"3";"0";"2";"1";"26";"0";
"202000000515";"154 741 368";"A01";"2";"7";"0";"2";"1";"1";"1";
"202000000515";"154 741 369";"B01";"1";"7";"0";"2";"7";"15";"1";
"202000000516";"154 741 366";"B01";"2";"7";"0";"2";"4";"1";"1";
"202000000516";"154 741 367";"A01";"2";"7";"0";"2";"1";"13";"1";
"202000000517";"154 741 364";"A01";"2";"10";"0";"2";"3";"9";"1";
"202000000517";"154 741 365";"B01";"1";"32";"0";"2";"1";"17";"1";
"202000000518";"154 741 363";"A01";"1";"7";"0";"1";"1";"1";"1";
"202000000519";"154 741 361";"C01";"2";"10";"0";"2";"0";"15";"1";
"202000000519";"154 741 362";"A01";"1";"32";"1";"2";"1";"14";"1";
"202000000520";"154 741 359";"B01";"1";"7";"0";"0";"4";"23";"1";
"202000000520";"154 741 360";"A01";"1";"7";"0";"2";"1";"1";"1";
"202000000521";"154 741 357";"B01";"3";"7";"0";"2";"2";"9";"1";
"202000000521";"154 741 358";"A01";"3";"80";"0";"2";"3";"1";"3";
"202000000522";"154 741 354";"B01";"3";"7";"0";"2";"1";"2";"1";
"202000000522";"154 741 355";"C01";"3";"7";"0";"2";"1";"1";"1";
"202000000522";"154 741 356";"A01";"3";"10";"0";"2";"1";"2";"1";
"202000000523";"154 741 352";"B01";"1";"1";"0";"2";"3";"1";"5";
"202000000523";"154 741 353";"A01";"1";"80";"0";"2";"2";"17";"3";
"202000000524";"154 741 350";"B01";"2";"31";"0";"2";"1";"23";"1";
"202000000524";"154 741 351";"A01";"2";"10";"0";"2";"4";"20";"1";
"202000000525";"154 741 348";"A01";"1";"31";"6";"2";"2";"1";"1";
"202000000525";"154 741 349";"Z01";"2";"32";"0";"2";"1";"1";"1";
"202000000526";"154 741 346";"A01";"1";"32";"0";"2";"1";"1";"1";
"202000000526";"154 741 347";"B01";"2";"1";"0";"2";"4";"1";"5";
"202000000527";"154 741 344";"A01";"2";"30";"0";"2";"1";"18";"3";
"202000000527";"154 741 345";"B01";"2";"10";"0";"2";"2";"16";"1";
"202000000528";"154 741 342";"A01";"2";"1";"0";"2";"1";"1";"5";
"202000000528";"154 741 343";"Z01";"1";"10";"0";"2";"3";"1";"0";
"202000000529";"154 741 340";"A01";"1";"7";"0";"2";"2";"16";"2";
"202000000529";"154 741 341";"B01";"1";"50";"0";"2";"1";"1";"3";
"202000000530";"154 741 339";"A01";"3";"7";"8";"0";"1";"25";"1";
"202000000531";"154 741 337";"B01";"2";"7";"0";"2";"1";"15";"1";
"202000000531";"154 741 338";"A01";"2";"31";"0";"2";"2";"17";"1";
"202000000532";"154 741 335";"B01";"2";"50";"1";"9";"2";"0";"3";
"202000000532";"154 741 336";"A01";"1";"7";"1";"9";"2";"16";"1";
"202000000533";"154 741 333";"A01";"2";"7";"0";"2";"1";"15";"1";
"202000000533";"154 741 334";"B01";"1";"10";"0";"2";"1";"1";"1";
"202000000534";"154 741 331";"B01";"3";"7";"0";"2";"2";"11";"1";
"202000000534";"154 741 332";"A01";" -1";"32";"0";"2";"2";"1";"1";
"202000000535";"154 741 329";"A01";"1";"7";"0";"2";"1";"15";"1";
"202000000535";"154 741 330";"B01";"2";"2";"0";"2";"1";"1";"1";
"202000000536";"154 741 327";"A01";" -1";"7";" -1";"2";" -1";" -1";" -1";
"202000000536";"154 741 328";"B01";" -1";"2";" -1";"2";" -1";" -1";" -1";
"202000000537";"154 741 325";"B01";"2";"0";"0";"2";"1";"1";"0";
"202000000537";"154 741 326";"A01";"1";"50";"0";"2";"8";"15";"3";
"202000000538";"154 741 323";"A01";"2";"33";"0";"2";"2";"1";"1";
"202000000538";"154 741 324";"B01";"2";"7";"0";"2";"3";"9";"1";
"202000000539";"154 741 321";"B01";"1";"32";"0";"0";"0";"0";"0";
"202000000539";"154 741 322";"A01";"1";"7";"0";"2";"7";"15";"1";
"202000000540";"154 741 319";"A01";" -1";"7";"0";"2";"2";"1";"1";
"202000000540";"154 741 320";"B01";" -1";"7";"0";"2";"8";"15";"1";
"202000000541";"154 741 318";"A01";"1";"7";"8";"1";"3";"16";"1";
"202000000542";"154 741 316";"B01";"1";"2";"0";"2";"0";"0";"1";
"202000000542";"154 741 317";"A01";"2";"10";"0";"2";"8";"9";"1";
"202000000543";"154 741 314";"A01";"1";"30";"0";"2";"1";"1";"0";
"202000000543";"154 741 315";"B01";"1";"7";"0";"2";"2";"10";"0";
"202000000544";"154 741 313";"A01";" -1";"7";"12";"0";"3";"1";"0";
"202000000545";"154 741 311";"B01";"1";"31";"0";"2";"3";"1";"1";
"202000000545";"154 741 312";"A01";"1";"3";"0";"2";"2";"9";"1";
"202000000546";"154 741 310";"A01";"3";"7";"0";"1";"1";"26";"1";
"202000000547";"154 741 308";"A01";"2";"7";"0";"2";"1";"1";"1";
"202000000547";"154 741 309";"B01";"1";"99";"0";"0";"0";"0";"1";
"202000000548";"154 741 307";"A01";"2";"14";"0";"1";"2";"1";"4";
"202000000549";"154 741 306";"A01";"1";"7";"8";"0";"8";"4";"1";
"202000000550";"154 741 304";"A01";"1";"7";"0";"2";"2";"15";"0";
"202000000550";"154 741 305";"B01";"2";"32";"0";"2";"1";"0";"0";
"202000000551";"154 741 303";"A01";"2";"33";"1";"2";"1";"19";"0";
"202000000552";"154 741 301";"B01";"0";"7";"0";"2";"8";"1";"6";
"202000000552";"154 741 302";"A01";"0";"33";"0";"2";"2";"12";"1";
"202000000553";"154 741 299";"B01";"2";"1";"0";"2";"8";"1";"5";
"202000000553";"154 741 300";"A01";"2";"7";"0";"9";"2";"16";"1";
"202000000554";"154 741 297";"B01";"2";"7";"0";"2";"3";"1";"1";
"202000000554";"154 741 298";"A01";"1";"31";"0";"2";"1";"13";"1";
"202000000555";"154 741 296";"A01";"2";"7";"2";"0";"1";"1";"1";
"202000000556";"154 741 294";"B01";"1";"7";"0";"2";"1";"1";"0";
"202000000556";"154 741 295";"A01";"1";"7";"0";"2";"1";"1";"1";
"202000000557";"154 741 292";"B01";"1";"7";"0";"2";"1";"1";"1";
"202000000557";"154 741 293";"A01";"1";"7";"3";"2";"2";"5";"1";
"202000000558";"154 741 291";"A01";"2";"7";"2";"0";"1";"2";"1";
"202000000559";"154 741 289";"B01";"2";"7";"0";"2";"3";"1";"1";
"202000000559";"154 741 290";"A01";"1";"33";"0";"2";"3";"13";"1";
"202000000560";"154 741 288";"A01";"2";"7";"3";"0";"3";"26";"0";
"202000000561";"154 741 285";"A01";"2";"36";"13";"0";"1";"1";"1";
"202000000562";"154 741 284";"A01";"2";"7";"13";"0";"7";"1";"0";
"202000000563";"154 741 282";"B01";"1";"7";"0";"2";"2";"2";"0";
"202000000563";"154 741 283";"A01";"1";"1";"0";"0";"4";"2";"5";
"202000000564";"154 741 281";"A01";"2";"14";"13";"0";"2";"1";"1";
"202000000565";"154 741 279";"B01";"3";"7";"0";"2";"3";"1";"1";
"202000000565";"154 741 280";"A01";"3";"2";"0";"2";"8";"1";"1";
"202000000566";"154 741 278";"A01";"1";"7";"13";"0";"3";"1";"1";
"202000000567";"154 741 277";"A01";"3";"33";"0";"0";"7";"1";"1";
"202000000568";"154 741 275";"A01";"0";"7";"0";"2";"6";"4";"1";
"202000000568";"154 741 276";"B01";"0";"33";"0";"2";"1";"1";"1";
"202000000569";"154 741 273";"A01";"0";"7";"0";"2";"2";"2";"1";
"202000000569";"154 741 274";"B01";"0";"1";"0";"2";"2";"2";"5";
"202000000570";"154 741 271";"A01";"1";"7";"0";"2";"1";"16";"1";
"202000000570";"154 741 272";"B01";"1";"7";"0";"0";"7";"1";"1";
"202000000571";"154 741 270";"A01";"1";"7";"0";"1";"3";"1";"1";
"202000000572";"154 741 268";"A01";"1";"7";"0";"2";"1";"19";"1";
"202000000572";"154 741 269";"B01";"1";"7";"0";"2";"3";"1";"1";
"202000000573";"154 741 267";"A01";"3";"10";"2";"0";"1";"1";"1";
"202000000574";"154 741 265";"B01";"1";"10";"0";"2";"6";"26";"1";
"202000000574";"154 741 266";"A01";"1";"7";"0";"2";"1";"17";"1";
"202000000575";"154 741 263";"A01";"2";"7";"0";"0";"6";"15";"1";
"202000000575";"154 741 264";"B01";"2";"33";"0";"2";"2";"2";"1";
"202000000576";"154 741 262";"A01";"2";"2";"0";"0";"0";"2";"1";
"202000000577";"154 741 260";"A01";"2";"7";"0";"2";"3";"1";"1";
"202000000577";"154 741 261";"B01";"1";"60";"0";"2";"2";"19";"5";
"202000000578";"154 741 257";"A01";"2";"7";"6";"0";"8";"13";"1";
"202000000579";"154 741 255";"A01";"0";"7";"0";"0";"3";"13";"1";
"202000000579";"154 741 256";"B01";"0";"14";"0";"0";"3";"1";"1";
"202000000580";"154 741 253";"B01";"1";"30";"0";"2";"2";"18";"1";
"202000000580";"154 741 254";"A01";"0";"7";"0";"2";"8";"2";"1";
"202000000581";"154 741 252";"A01";"1";"7";"0";"1";"2";"16";"0";
"202000000582";"154 741 250";"B01";"1";"10";"0";"2";"1";"2";"1";
"202000000582";"154 741 251";"A01";"1";"17";"0";"2";"4";"1";"1";
"202000000583";"154 741 247";"A01";"1";"7";"0";"2";"1";"1";"1";
"202000000583";"154 741 248";"B01";"1";"7";"0";"2";"4";"2";"1";
"202000000583";"154 741 249";"C01";"1";"7";"0";"2";"4";"1";"2";
"202000000584";"154 741 245";"B01";"2";"7";"0";"2";"4";"2";"1";
"202000000584";"154 741 246";"A01";"2";"7";"0";"2";"1";"2";"1";
"202000000585";"154 741 244";"A01";"2";"7";"3";"0";"9";"2";"1";
"202000000586";"154 741 243";"A01";"2";"10";"3";"2";"3";"1";"1";
"202000000587";"154 741 241";"A01";"2";"31";"0";"2";"1";"21";"1";
"202000000587";"154 741 242";"B01";"2";"7";"0";"2";"5";"1";"1";
"202000000588";"154 741 239";"A01";"2";"33";"0";"2";"1";"3";"1";
"202000000588";"154 741 240";"B01";"2";"7";"0";"2";"5";"12";"1";
"202000000589";"154 741 235";"D01";"2";"7";"0";"2";"4";"2";"1";
"202000000589";"154 741 236";"A01";"2";"10";"0";"2";"1";"2";"1";
"202000000589";"154 741 237";"B01";"2";"7";"0";"2";"4";"2";"1";
"202000000589";"154 741 238";"C01";"2";"7";"0";"2";"4";"2";"1";
"202000000590";"154 741 229";"E01";"1";"7";"0";"2";"7";"21";"1";
"202000000590";"154 741 230";"D01";"1";"7";"0";"2";"7";"21";"1";
"202000000590";"154 741 231";"C01";"1";"15";"0";"2";"1";"21";"1";
"202000000590";"154 741 232";"F01";"1";"7";"0";"2";"1";"21";"1";
"202000000590";"154 741 233";"B01";"1";"15";"0";"2";"3";"21";"1";
"202000000590";"154 741 234";"A01";"1";"15";"0";"2";"4";"21";"1";
"202000000591";"154 741 227";"B01";"2";"33";"0";"2";"7";"1";"1";
"202000000591";"154 741 228";"A01";"2";"10";"0";"2";"3";"11";"1";
"202000000592";"154 741 224";"C01";"2";"10";"0";"2";"7";"1";"0";
"202000000592";"154 741 225";"B01";"2";"7";"0";"2";"6";"23";"1";
"202000000592";"154 741 226";"A01";"2";"33";"0";"2";"2";"11";"1";
"202000000593";"154 741 223";"A01";"1";"7";"15";"0";"1";"14";"1";
"202000000594";"154 741 221";"A01";"1";"7";"14";"2";"1";"0";"1";
"202000000594";"154 741 222";"B01";"1";"7";"14";"2";"4";"0";"1";
"202000000595";"154 741 219";"B01";"1";"7";"0";"2";"4";"1";"1";
"202000000595";"154 741 220";"A01";"1";"7";"0";"2";"1";"1";"1";
"202000000596";"154 741 217";"B01";"1";"10";"12";"0";"5";"16";"1";
"202000000596";"154 741 218";"A01";"1";"33";"0";"2";"1";"7";"1";
"202000000597";"154 741 215";"A01";"1";"7";"0";"2";"8";"10";"1";
"202000000597";"154 741 216";"B01";"2";"3";"0";"2";"2";"1";"1";
"202000000598";"154 741 213";"A01";"3";"7";"0";"2";"1";"2";"1";
"202000000598";"154 741 214";"B01";"3";"7";"0";"2";"4";"2";"1";
"202000000599";"154 741 211";"B01";"1";"7";"0";"2";"3";"1";"1";
"202000000599";"154 741 212";"A01";"2";"2";"0";"2";"2";"16";"1";
"202000000600";"154 741 209";"A01";"2";"7";"14";"2";"1";"1";"1";
"202000000600";"154 741 210";"B01";"1";"7";"0";"2";"5";"15";"1";
"202000000601";"154 741 207";"B01";"1";"33";"0";"2";"1";"17";"1";
"202000000601";"154 741 208";"A01";"1";"10";"0";"2";"3";"15";"1";
"202000000602";"154 741 206";"A01";"3";"30";"0";"0";"9";"26";"1";
"202000000603";"154 741 205";"A01";"1";"1";"0";"9";"1";"1";"5";
"202000000604";"154 741 203";"B01";"3";"2";"0";"2";"1";"18";"1";
"202000000604";"154 741 204";"A01";"3";"7";"0";"2";"7";"16";"1";
"202000000605";"154 741 201";"B01";"2";"32";"0";"2";"7";"1";"1";
"202000000605";"154 741 202";"A01";"2";"7";"0";"2";"2";"15";"1";
"202000000606";"154 741 199";"B01";"3";"7";"0";"2";"1";"1";"1";
"202000000606";"154 741 200";"A01";"3";"7";"0";"2";"1";"5";"1";
"202000000607";"154 741 197";"A01";"1";"7";"0";"2";"2";"9";"1";
"202000000607";"154 741 198";"B01";"1";"1";"0";"2";"2";"1";"5";
"202000000608";"154 741 195";"B01";"1";"30";"0";"0";"4";"1";"1";
"202000000608";"154 741 196";"A01";"1";"7";"0";"2";"1";"2";"0";
"202000000609";"154 741 193";"A01";"1";"7";"0";"2";"1";"1";"1";
"202000000609";"154 741 194";"B01";"2";"7";"0";"2";"3";"1";"1";
"202000000610";"154 741 191";"A01";"1";"7";"0";"2";"2";"1";"1";
"202000000610";"154 741 192";"B01";"1";"17";"0";"0";"6";"1";"1";
"202000000611";"154 741 189";"A01";"2";"30";"0";"2";"7";"5";"1";
"202000000611";"154 741 190";"B01";"1";"7";"0";"0";"3";"1";"1";
"202000000612";"154 741 187";"A01";"1";"7";"0";"2";"1";"13";"1";
"202000000612";"154 741 188";"B01";"1";"7";"4";"2";"4";"2";"1";
"202000000613";"154 741 186";"A01";"2";"7";"4";"0";"1";"2";"1";
"202000000614";"154 741 184";"A01";"1";"2";"0";"2";"1";"5";"1";
"202000000614";"154 741 185";"B01";"2";"7";"0";"2";"1";"1";"1";
"202000000615";"154 741 183";"A01";"1";"33";"0";"6";"1";"1";"1";
"202000000616";"154 741 182";"A01";"2";"33";"0";"0";"1";"1";"1";
"202000000617";"154 741 181";"A01";"1";"7";"1";"0";"1";"1";"1";
"202000000618";"154 741 179";"A01";"1";"7";"0";"0";"0";"15";"1";
"202000000618";"154 741 180";"B01";"2";"50";"12";"0";"1";"1";"3";
"202000000619";"154 741 177";"A01";"2";"7";"0";"2";"1";"1";"1";
"202000000619";"154 741 178";"B01";"1";"17";"0";"0";"1";"1";"1";
"202000000620";"154 741 175";"A01";"2";"10";"0";"2";"8";"15";"1";
"202000000620";"154 741 176";"B01";"2";"33";"0";"2";"7";"17";"1";
"202000000621";"154 741 173";"A01";"1";"33";"0";"2";"1";"17";"1";
"202000000621";"154 741 174";"B01";"1";"36";"0";"2";"3";"15";"1";
"202000000622";"154 741 172";"A01";"1";"1";"0";"1";"1";"21";"5";
"202000000623";"154 741 170";"B01";"3";"1";"0";"2";"3";"1";"5";
"202000000623";"154 741 171";"A01";"3";"1";"0";"9";"3";"1";"5";
"202000000624";"154 741 168";"A01";"3";"7";"0";"2";"7";"1";"1";
"202000000624";"154 741 169";"B01";"0";"1";"0";"2";"1";"19";"5";
"202000000625";"154 741 166";"A01";"0";"31";"13";"0";"1";"1";"1";
"202000000625";"154 741 167";"B01";"0";"33";"0";"0";"0";"1";"1";
"202000000626";"154 741 165";"A01";"3";"33";"3";"0";"1";"1";"1";
"202000000627";"154 741 164";"A01";"2";"7";"0";"0";"2";"1";"1";
"202000000628";"154 741 159";"A01";"1";"7";"3";"2";"4";"0";"1";
"202000000628";"154 741 160";"B01";"1";"7";"3";"2";"1";"1";"1";
"202000000628";"154 741 161";"C01";"1";"7";"3";"2";"1";"1";"1";
"202000000629";"154 741 155";"D01";"2";"7";"14";"2";"1";"1";"1";
"202000000629";"154 741 156";"C01";"2";"7";"14";"2";"1";"11";"1";
"202000000629";"154 741 157";"B01";"2";"7";"0";"0";"0";"0";"1";
"202000000629";"154 741 158";"A01";"2";"7";"0";"2";"4";"2";"1";
"202000000630";"154 741 153";"A01";"2";"7";"0";"2";"1";"2";"1";
"202000000630";"154 741 154";"B01";"2";"7";"0";"2";"4";"2";"1";
"202000000631";"154 741 151";"B01";"1";"17";"0";"2";"2";"14";"1";
"202000000631";"154 741 152";"A01";"2";"7";"0";"2";"3";"1";"1";
"202000000632";"154 741 149";"A01";"2";"7";"0";"2";"5";"12";"1";
"202000000632";"154 741 150";"B01";"2";"31";"0";"2";"3";"1";"1";
"202000000633";"154 741 144";"E01";"1";"7";"0";"2";"1";"2";"1";
"202000000633";"154 741 145";"D01";"1";"7";"0";"2";"1";"2";"1";
"202000000633";"154 741 146";"C01";"1";"7";"0";"2";"1";"2";"1";
"202000000633";"154 741 147";"B01";"1";"7";"0";"2";"1";"2";"1";
"202000000633";"154 741 148";"A01";"1";"7";"0";"2";"4";"2";"1";
"202000000634";"154 741 143";"A01";"1";"7";"4";"0";"1";"14";"1";
"202000000635";"154 741 140";"C01";"2";"7";"0";"2";"4";"2";"1";
"202000000635";"154 741 141";"B01";"2";"7";"0";"2";"5";"2";"1";
"202000000635";"154 741 142";"A01";"2";"7";"0";"2";"3";"2";"1";
"202000000636";"154 741 139";"A01";"2";"7";"4";"0";"2";"21";"1";
"202000000637";"154 741 137";"A01";"2";"7";"0";"2";"0";"0";"1";
"202000000637";"154 741 138";"B01";"1";"32";"0";"2";"0";"0";"0";
"202000000638";"154 741 133";"D01";"2";"7";"0";"2";"3";"14";"1";
"202000000638";"154 741 134";"C01";"2";"7";"0";"2";"7";"1";"1";
"202000000638";"154 741 135";"B01";"2";"7";"3";"2";"6";"1";"1";
"202000000638";"154 741 136";"A01";"2";"7";"0";"2";"2";"1";"1";
"202000000639";"154 741 131";"A01";"1";"7";"0";"2";"5";"16";"1";
"202000000639";"154 741 132";"B01";"1";"50";"0";"2";"1";"1";"3";
"202000000640";"154 741 129";"A01";"1";"30";"0";"2";"1";"10";"1";
"202000000640";"154 741 130";"B01";"1";"7";"0";"2";"7";"1";"1";
"202000000641";"154 741 127";"B01";"1";"37";"0";"2";"3";"1";"1";"2"
"202000000641";"154 741 128";"A01";"2";"7";"0";"9";"1";"1";"1";
"202000000642";"154 741 125";"B01";"1";"7";"0";"2";"6";"1";"1";
"202000000642";"154 741 126";"A01";"1";"50";"0";"2";"1";"1";"3";
"202000000643";"154 741 124";"B01";"1";"1";"0";"2";"0";"0";"5";
"202000000644";"154 741 122";"B01";"2";"7";"0";"2";"3";"0";"0";
"202000000644";"154 741 123";"A01";"2";"33";"0";"2";"1";"17";"0";
"202000000645";"154 741 121";"A01";"1";"7";"0";"1";"8";"1";"1";
"202000000646";"154 741 119";"A01";"3";"13";"0";"2";"7";"15";"0";
"202000000646";"154 741 120";"B01";"3";"33";"0";"2";"1";"1";"0";
"202000000647";"154 741 118";"A01";"1";"7";"9";"0";"1";"1";"1";
"202000000648";"154 741 116";"A01";"2";"7";"0";"2";"5";"15";"1";
"202000000648";"154 741 117";"B01";"1";"33";"0";"2";"5";"15";"0";
"202000000649";"154 741 115";"A01";"3";"7";"0";"1";"2";"1";"1";
"202000000650";"154 741 113";"B01";"0";"7";"0";"2";"1";"2";"0";
"202000000650";"154 741 114";"A01";"0";"7";"0";"9";"4";"2";"0";
"202000000651";"154 741 111";"A01";"3";"7";"0";"2";"8";"15";"1";
"202000000651";"154 741 112";"B01";"3";"33";"0";"2";"7";"2";"1";
"202000000652";"154 741 109";"A01";"1";"7";"0";"2";"2";"1";"2";
"202000000652";"154 741 110";"B01";"2";"34";"0";"2";"1";"1";"1";
"202000000653";"154 741 107";"A01";"0";"7";"0";"2";"1";"15";"1";
"202000000653";"154 741 108";"B01";"0";"7";"0";"2";"1";"1";"1";
"202000000654";"154 741 106";"Z01";"3";"7";"0";"1";"1";"1";"1";
"202000000655";"154 741 105";"A01";"3";"7";"0";"1";"1";"16";"1";
"202000000656";"154 741 104";"A01";"2";"7";"3";"0";"1";"1";"1";
"202000000657";"154 741 103";"A01";"3";"7";"0";"1";"2";"0";"1";
"202000000658";"154 741 102";"A01";"2";"7";"0";"1";"2";"26";"1";
"202000000659";"154 741 100";"A01";"1";"7";"0";"2";"2";"17";"1";
"202000000659";"154 741 101";"B01";"1";"7";"0";"2";"6";"17";"1";
"202000000660";"154 741 098";"B01";"2";"7";"0";"2";"3";"1";"1";
"202000000660";"154 741 099";"A01";"1";"7";"0";"2";"3";"5";"1";
"202000000661";"154 741 096";"Z01";"2";"7";"0";"2";"1";"17";"1";
"202000000661";"154 741 097";"A01";"1";"1";"0";"2";"3";"19";"5";
"202000000662";"154 741 095";"A01";"1";"7";"0";"1";"1";"16";"1";
"202000000663";"154 741 093";"A01";"1";"7";"0";"2";"2";"17";"1";
"202000000663";"154 741 094";"B01";"1";"7";"0";"2";"3";"15";"0";
"202000000664";"154 741 091";"A01";"1";"7";"0";"2";"2";"1";"1";
"202000000664";"154 741 092";"B01";"1";"1";"0";"2";"1";"9";"5";
"202000000665";"154 741 090";"A01";"1";"30";"12";"0";"1";"1";"1";
"202000000666";"154 741 088";"A01";"0";"7";"0";"2";"7";"19";"1";
"202000000666";"154 741 089";"B01";"3";"2";"0";"2";"1";"1";"1";
"202000000667";"154 741 087";"A01";"2";"2";"12";"0";"7";"1";"1";
"202000000668";"154 741 085";"B01";"2";"31";"0";"2";"1";"1";"1";
"202000000668";"154 741 086";"A01";"1";"7";"0";"2";"1";"15";"1";
"202000000669";"154 741 083";"B01";"1";"30";"0";"2";"1";"1";"1";
"202000000669";"154 741 084";"A01";"2";"7";"0";"2";"8";"20";"1";
"202000000670";"154 741 081";"A01";"1";"7";"1";"0";"6";"14";"1";
"202000000670";"154 741 082";"C01";"1";"7";"0";"2";"6";"24";"1";
"202000000671";"154 741 079";"A01";"1";"7";"0";"2";"1";"19";"1";
"202000000671";"154 741 080";"B01";"1";"7";"0";"2";"5";"1";"1";
"202000000672";"154 741 078";"A01";"3";"1";"16";"0";"1";"15";"5";
"202000000673";"154 741 076";"B01";"0";"7";"0";"2";"2";"1";"1";
"202000000673";"154 741 077";"Z01";"0";"7";"0";"2";"8";"13";"0";
"202000000674";"154 741 074";"A01";"1";"7";"0";"2";"1";"1";"1";
"202000000674";"154 741 075";"B01";"1";"31";"0";"2";"4";"1";"0";
"202000000675";"154 741 072";"B01";"3";"7";"0";"2";"2";"16";"1";
"202000000675";"154 741 073";"A01";"3";"30";"0";"2";"7";"1";"1";
"202000000676";"154 741 070";"A01";"3";"80";"0";"2";"4";"2";"3";
"202000000676";"154 741 071";"Z01";"3";"7";"0";"2";"1";"1";"0";
"202000000677";"154 741 069";"A01";"3";"2";"0";"0";"7";"0";"1";
"202000000678";"154 741 068";"A01";"2";"31";"12";"0";"7";"1";"1";
"202000000679";"154 741 066";"A01";"1";"7";"0";"1";"7";"13";"1";
"202000000680";"154 741 065";"A01";"1";"7";"0";"0";"9";"1";"1";
"202000000681";"154 741 064";"A01";"3";"10";"0";"1";"1";"1";"0";
"202000000682";"154 741 062";"B01";"3";"7";"1";"0";"4";"24";"1";
"202000000682";"154 741 063";"A01";"3";"7";"1";"2";"1";"20";"1";
"202000000683";"154 741 060";"Z01";"2";"7";"0";"2";"0";"15";"1";
"202000000683";"154 741 061";"B01";"1";"30";"0";"2";"0";"1";"1";
"202000000684";"154 741 059";"A01";"1";"7";"2";"0";"1";"1";"1";
"202000000685";"154 741 057";"A01";"1";"7";"0";"2";"2";"15";"1";
